1project,repo,function,file,outcome,class,explanation,,NT,T,Exclude Latent
FreeImage,https://github.com/danoli3/FreeImage/tree/8268e809b0827870763444e8a8e58e0a83a733f5,do_flip_v,Source/LibJPEG/transupp.c:933,T,Unknown,Nested loop - Obvious termination for (j = 0; j < DCTSIZE; j++),,,,
FreeImage,https://github.com/danoli3/FreeImage/tree/8268e809b0827870763444e8a8e58e0a83a733f5,do_transpose,Source/LibJPEG/transupp.c:1013,T,Unknown,Nested loop - for (j = 0; j < DCTSIZE; j++),,,,
FreeImage,https://github.com/danoli3/FreeImage/tree/8268e809b0827870763444e8a8e58e0a83a733f5,Imath::minEigenVector,Source/OpenEXR/Imath/ImathMatrixAlgo.cpp:1200,T,Unknown,for(unsigned int i = 0; i < TV::dimensions(); ++i) terminates (note: has 2 exact copies of this loop in the code! bug due to optim?),,,,
FreeImage,https://github.com/danoli3/FreeImage/tree/8268e809b0827870763444e8a8e58e0a83a733f5,Imath::maxEigenVector,Source/OpenEXR/Imath/ImathMatrixAlgo.cpp:1181,T,Unknown,for(unsigned int i = 0; i < TV::dimensions(); ++i) terminates (note: has 2 exact copies of this loop in the code! bug due to optim?),,,,
gpac,https://github.com/gpac/gpac/tree/b655955b840ccd7c7198bb15375aa510e76208eb,compositor_2d_set_aspect_ratio,src/compositor/compositor_2d.c:986,NT,Concurrency,Concurrency: UI visual changed (from event by user),,,,
gpac,https://github.com/gpac/gpac/tree/b655955b840ccd7c7198bb15375aa510e76208eb,Remotery_MapMessageQueue,src/utils/Remotery.c:4817,NT,Concurrency,Concurrency: Wait until the caller sets the custom data,,,,
gpac,https://github.com/gpac/gpac/tree/b655955b840ccd7c7198bb15375aa510e76208eb,svg_dump_path,src/scenegraph/svg_attributes.c:4050,NT,Real_Bug,,,,,
gpac,https://github.com/gpac/gpac/tree/b655955b840ccd7c7198bb15375aa510e76208eb,gf_read_line_input,src/utils/os_divers.c:3212,NT,User_Event,Call to readline() never comes back potentially,,,,
gpac,https://github.com/gpac/gpac/tree/b655955b840ccd7c7198bb15375aa510e76208eb,gpac_suggest_arg,applications/gpac/gpac_help.c:1085,T,Missing_Constraint,Missing Reasoning: while (args[i].name) with i changing,,,,
gpac,https://github.com/gpac/gpac/tree/b655955b840ccd7c7198bb15375aa510e76208eb,gpac_suggest_filter,applications/gpac/gpac_help.c:1126,T,Missing_Constraint,Missing Reasoning: while (doc_helps[i]) with only i changing,,,,
gpac,https://github.com/gpac/gpac/tree/b655955b840ccd7c7198bb15375aa510e76208eb,PrintHelpArg,applications/mp4box/mp4box.c:1755,T,Missing_Constraint,Missing Reasoning: while (reg->args) does not change but recursion is controlled by break statement on other variables arg and j,,,,
gpac,https://github.com/gpac/gpac/tree/b655955b840ccd7c7198bb15375aa510e76208eb,gf_bifs_enc_commands,src/bifs/com_enc.c:839,T,Missing_Function,Missing constraint/model: while (gf_list_count(codec->encoded_nodes)) list_rm(codec->encoded_nodes),,,,
gpac,https://github.com/gpac/gpac/tree/b655955b840ccd7c7198bb15375aa510e76208eb,MS_Modified,src/compositor/mpeg4_mediasensor.c:117,T,Missing_Function,"Missing constraint/model: while (gf_list_count(st->seg)) gf_list_rem(st->seg, 0);",,,,
gpac,https://github.com/gpac/gpac/tree/b655955b840ccd7c7198bb15375aa510e76208eb,rtpin_setup_sdp,src/filters/in_rtp_sdp.c:34,T,Missing_Function,"Missing constraint/model: while ((media = (GF_SDPMedia*)gf_list_enum(sdp->media_desc, &i))) API",,,,
gpac,https://github.com/gpac/gpac/tree/b655955b840ccd7c7198bb15375aa510e76208eb,rtpin_stream_new,src/filters/in_rtp_stream.c:275,T,Missing_Function,Missing constraint/model: Unable to understand gf_list_enum API,,,,
gpac,https://github.com/gpac/gpac/tree/b655955b840ccd7c7198bb15375aa510e76208eb,dump_escape_string,src/isomedia/box_dump.c:470,T,Fixed,FP short loop of for (i=0; i<len; i++) { where len = 0,,,,
gpac,https://github.com/gpac/gpac/tree/b655955b840ccd7c7198bb15375aa510e76208eb,ipma_box_size,src/isomedia/iff.c:688,T,Fixed,Missing constraint/model: for (i = 0; i < entry_count; i++) where entry_count is gf_list_count(p->entries) where p comes from input,,,,
gpac,https://github.com/gpac/gpac/tree/b655955b840ccd7c7198bb15375aa510e76208eb,estimate_next_moof_earliest_presentation_time,movie_fragments.c:1609 ,T,Fixed,Missing constraint/model: for (i=0; i<gf_list_count(moof->TrackList); i++) unknown API,,,,
gpac,https://github.com/gpac/gpac/tree/b655955b840ccd7c7198bb15375aa510e76208eb,gf_mpd_parse_segment_base_generic,src/media_tools/mpd.c:341,T,Missing_Function,"Missing constraint/model: unable to understand API:  while ( (child = gf_list_enum(root->content, &i)))",,,,
gpac,https://github.com/gpac/gpac/tree/b655955b840ccd7c7198bb15375aa510e76208eb,bs_handle_nbits_overflow,bitstream.c:919,T,Missing_Constraint,(BV) Missing constraint/model: tool does not understand the constraint coming from the caller on max_shift (bad propagation!),,,,
gpac,https://github.com/gpac/gpac/tree/b655955b840ccd7c7198bb15375aa510e76208eb,check_header,gzio.c:274,T,Fixed,for (len = 0; len < 6; len++) (void)get_byte(s); NOT SURE WHY?,,,,
libgit2,https://github.com/libgit2/libgit2/tree/58d9363f02f1fa39e46d49b604f27008e75b72f2,insert_record,deps/xdiff/xpatience.c:87,NT,Arithmetic,"if index starts by 0, the loop will continue forever",,,,
libgit2,https://github.com/libgit2/libgit2/tree/58d9363f02f1fa39e46d49b604f27008e75b72f2,write_at,src/libgit2/indexer.c/indexer.c:685,NT,Manifest,EINTR infinite loop on IO,,,,
libgit2,https://github.com/libgit2/libgit2/tree/58d9363f02f1fa39e46d49b604f27008e75b72f2,git_config_foreach_match,src/libgit2/config.c:626,T,Missing_Function,Use of git_config_next() and git_config_iterator_glob_new() global iterator confuses infer,,,,
libgit2,https://github.com/libgit2/libgit2/tree/58d9363f02f1fa39e46d49b604f27008e75b72f2,reference_path_available,src/libgit2/refdb_fs.c:1100,T,Missing_Function,Loop is driven by git_sortedcache_entrycount() which is just wrapper for git_vector_len(),,,,
libxml2,https://github.com/GNOME/libxml2/tree/c537ccf0aea640e625abce653d5890afc934b340,xmlRMutexLock,threads.c:233,NT,Concurrency,while (tok->held) pthread_cond_wait() pattern,,,,
libxml2,https://github.com/GNOME/libxml2/tree/c537ccf0aea640e625abce653d5890afc934b340,htmlSetMetaEncoding,HTMLtree.c:299,T,Fixed,Obvious FP: for (meta = head->children; meta != NULL; meta = meta->next),,,,
libxml2,https://github.com/GNOME/libxml2/tree/c537ccf0aea640e625abce653d5890afc934b340,xmlRelaxNGValidateState,relaxng.c:9541,T,Fixed,Obvious FP: while (child != NULL) child = child->next;,,,,
open5gs,https://github.com/open5gs/open5gs/tree/8f2d2ad4a6ea994b3c0f7361245068d50d371971,mod_sqrt,lib/crypt/ecc.c:1034,T,Fixed,for(i = vli_numBits(p1) - 1; i > 1; --i),,,,
open5gs,https://github.com/open5gs/open5gs/tree/8f2d2ad4a6ea994b3c0f7361245068d50d371971,fill_comment,lib/ipfw/ipfw2.c:3207,T,Fixed,Missing reasoning: for (i = 0; av[i] != NULL; i++) where i is modified but induction is on av[i],,,,
openssl,https://github.com/openssl/openssl/tree/7b4a56420d1718809d73aa3adf53d3e6c3a2ee91,async_start_func,crypto/async/async.c:150,NT,Concurrency,while (1) { async_fibre_swapcontext(); } may not terminate but are expected,,,,
openssl,https://github.com/openssl/openssl/tree/7b4a56420d1718809d73aa3adf53d3e6c3a2ee91,ossl_synchronize_rcu,crypto/threads_pthread.c:495,NT,Concurrency,while (lock) pthread_cond_wait() type of pattern,,,,
openssl,https://github.com/openssl/openssl/tree/7b4a56420d1718809d73aa3adf53d3e6c3a2ee91,update_qp,crypto/threads_pthread.c:418,NT,Concurrency,while (lock) pthread_cond_wait() type of pattern,,,,
openssl,https://github.com/openssl/openssl/tree/7b4a56420d1718809d73aa3adf53d3e6c3a2ee91,buffer_gets,crypto/bio/bf_buff.c:419,NT,Infinite_BIO,for (;;) { on a BIO_read may never terminate,,,,
openssl,https://github.com/openssl/openssl/tree/7b4a56420d1718809d73aa3adf53d3e6c3a2ee91,engine_list_cleanup,crypto/engine/eng_list.c:42,NT,Lack_Fuel,while (iterator != NULL) { ENGINE_remove(iterator); } where API may not change list,,,,
openssl,https://github.com/openssl/openssl/tree/7b4a56420d1718809d73aa3adf53d3e6c3a2ee91,rtor_notify_other_threads,ssl/quic/quic_reactor.c:414,NT,Concurrency,while (notify) ossl_crypto_condvar_wait() waits for another thread to break,,,,
openssl,https://github.com/openssl/openssl/tree/7b4a56420d1718809d73aa3adf53d3e6c3a2ee91,ossl_quic_reactor_leave_blocking_section,ssl/quic/quic_reactor.c:569,NT,Concurrency,while (notify) ossl_crypto_condvar_wait() waits for another thread to break,,,,
openssl,https://github.com/openssl/openssl/tree/7b4a56420d1718809d73aa3adf53d3e6c3a2ee91,CONF_parse_list,crypto/conf/conf_mod.c:730,T,Missing_Model,for (;;) loop will break based on return of strchr() and list_cb() callback (icall),,,,
openssl,https://github.com/openssl/openssl/tree/7b4a56420d1718809d73aa3adf53d3e6c3a2ee91,AES_ige_encrypt,crypto/aes/aes_ige.c:48,T,Fixed,Nested loop - should be marked terminating: for (n = 0; n < N_WORDS; ++n),,,,
openssl,https://github.com/openssl/openssl/tree/7b4a56420d1718809d73aa3adf53d3e6c3a2ee91,ossl_crypto_new_ex_data_ex,crypto/ex_data.c:219,T,Missing_Function,Loop terminating even given the indirect call as induction variable is not in callee scope,,,,
openssl,https://github.com/openssl/openssl/tree/7b4a56420d1718809d73aa3adf53d3e6c3a2ee91,i2r_IPAddressOrRanges,crypto/x509/v3_addr.c:172,T,Missing_Function,ossl_check_const_IPAddressOrRange_sk_type() drives loop termination but is unknown,,,,
proftpd,https://github.com/proftpd/proftpd/tree/5194296d8ecb7e9b1e53b5b5545b303a5deb320a,pr_inet_listen,src/inet.c:1354,NT,Socket_Loop,while (TRUE) if (listen() == EINT) continue,,,,
proftpd,https://github.com/proftpd/proftpd/tree/5194296d8ecb7e9b1e53b5b5545b303a5deb320a,rlock_scoreboard,utils/scoreboard.c:70,NT,Concurrency,Concurrency: expected fcntl() will block until mutex taken,,,,
proftpd,https://github.com/proftpd/proftpd/tree/5194296d8ecb7e9b1e53b5b5545b303a5deb320a,unlock_scoreboard,utils/scoreboard.c:97,NT,Concurrency,Concurrency: expected fcntl() will block until mutex taken,,,,
proftpd,https://github.com/proftpd/proftpd/tree/5194296d8ecb7e9b1e53b5b5545b303a5deb320a,util_scoreboard_scrub,utils/scoreboard.c:265,NT,Concurrency,Concurrency: expected fcntl() will block until mutex taken,,,,
proftpd,https://github.com/proftpd/proftpd/tree/5194296d8ecb7e9b1e53b5b5545b303a5deb320a,write_entry,src/scoreboard.c:332,NT ,Real_Bug,,,,,
proftpd,https://github.com/proftpd/proftpd/tree/5194296d8ecb7e9b1e53b5b5545b303a5deb320a,fgetpwent,lib/pwgrent.c:100,T,Assume_Finite,Finiteness of input: Read from protected file on disk which is guaranteed finite,,,,
proftpd,https://github.com/proftpd/proftpd/tree/5194296d8ecb7e9b1e53b5b5545b303a5deb320a,safe_token,src/support.c:838,T,Repeated_Loop,while (!PR_ISSPACE(**s) && **s) {,,,,
proftpd,https://github.com/proftpd/proftpd/tree/5194296d8ecb7e9b1e53b5b5545b303a5deb320a,find_extendedlogs,modules/mod_log.c:1003,T,Assume_Finite,Should assume finiteness of input: while (c != NULL) c = find_config_next2(),,,,
proftpd,https://github.com/proftpd/proftpd/tree/5194296d8ecb7e9b1e53b5b5545b303a5deb320a,pr_ipbind_add_binds,src/bindings.c:250,T,Assume_Finite,Should assume finiteness of input:  while (c != NULL) c = find_config_next(),,,,
proftpd,https://github.com/proftpd/proftpd/tree/5194296d8ecb7e9b1e53b5b5545b303a5deb320a,pr_env_unset,src/env.c:94,T,Assume_Finite,Should assume finiteness of environment read via pr_env_get(),,,,
proftpd,https://github.com/proftpd/proftpd/tree/5194296d8ecb7e9b1e53b5b5545b303a5deb320a,pr_throttle_init,src/throttle.c:93,T,Assume_Finite,Should assume finiteness of input:  while (c != NULL) c = find_config_next(),,,,
proftpd,https://github.com/proftpd/proftpd/tree/5194296d8ecb7e9b1e53b5b5545b303a5deb320a,process_opts,utils/ftptop.c:296,T,Assume_Finite,"Should assume finiteness of input + need external function summary: while ((optc = getopt(argc, argv, prgopts)) != -1)",,,,
proftpd,https://github.com/proftpd/proftpd/tree/5194296d8ecb7e9b1e53b5b5545b303a5deb320a,str_vreplace,src/str.c:32,T,Missing_Constraint,Missing constraint: iteration controlled in a different variable max_replaces not part of the induction variable,,,,
proftpd,https://github.com/proftpd/proftpd/tree/5194296d8ecb7e9b1e53b5b5545b303a5deb320a,pr_str_text_to_array,src/str.c:839,T,Missing_Model,Unknown function without summary: while (ptr != NULL) ptr = memchr(),,,,
proftpd,https://github.com/proftpd/proftpd/tree/5194296d8ecb7e9b1e53b5b5545b303a5deb320a,delay_table_init_lookup,modules/mod_delay.c:678,T,Fixed,Unknown cause: for (s = (server_rec *) server_list->xas_list; s; s = s->next),,,,
SQLite,https://github.com/sqlite/sqlite/tree/774ce0ba43b6e7bcd1d37197ecea7ae4da44fdb3,tplt_skip_header,tool/lemon.c:3753,NT,Real_Bug,"If file is a pipe, tplt_skip_header function could go on infinitely. It should have a maximum lines",,,,
SQLite,https://github.com/sqlite/sqlite/tree/774ce0ba43b6e7bcd1d37197ecea7ae4da44fdb3,tplt_linedir,sqlite/tool/lemon.c:3819,T,Assume_Finite,Should assume finiteness of input: unable to understand while (*filename) with filename++ in the loop,,,,
SQLite,https://github.com/sqlite/sqlite/tree/774ce0ba43b6e7bcd1d37197ecea7ae4da44fdb3,tplt_print,sqlite/tool/lemon.c:3563,T,Assume_Finite,Should assume finiteness of input: unable to understand that a string is finite while (*str) with str++ in the loop,,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,nl80211_do_cmd capture,capture/ws80211_utils.c:139,NT,Concurrency,Concurrency: Function nl_recvmsgs() will update err induction variable in while (err != 0),,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,thread_pool_wait,extcap.c:159,NT,Concurrency,Concurrency: thread is waiting for a condition to become true from another thread,,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,nl_get_multicast_id,dpauxmon.c:197,NT,Concurrency,Concurrency: nl_recvmsgs() registers callbacks that will make the ret variable go to 0 and break the loop,,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,cap_pipe_read_data_bytes,dumpcap.c:1731,T,Fixed,Unknown cause: wrongly flagged when local reasoning was sufficient,,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,pcap_pipe_open_live,dumpcap.c:2162,T,Fixed,Unknown cause: wrongly flagged when local reasoning was sufficient (maybe: goto breaking from loops),,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,try_convert_to_custom_column,epan/column.c:382,T,Fixed,Unknown cause: wrongly flagged when local reasoning was sufficient (maybe: Global variable involved in inductive cond),,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,cmp_test_internal,epan/dfilter/dfvm.c:1048,T,Fixed,Unknown cause: wrongly flagged when local reasoning was sufficient: for (size_t idx2 = 0; idx2 < fv2->len; idx2++),,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,prefs_6lowpan_apply,epan/dissectors/packet-6lowpan.c:3684,T,Fixed,Unknown cause: wrongly flagged when local reasoning was sufficient: for (i = 0; i < LOWPAN_CONTEXT_MAX; i++),,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,get_ipv6_suffix,epan/dissectors/packet-ipsec.c:711,T,Fixed,Unknown cause: wrongly flagged when local reasoning was sufficient: while ( (cpt_suffix < IPSEC_STRLEN_IPV6) && (ipv6_len - cpt -1 >= 0) && (found == FALSE)),,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,dissect_nbap_HSDSCH_Information_to_Modify,epan/dissectors/packet-nbap.c:24318,T,Fixed,Unknown cause: wrongly flagged when local reasoning was sufficient: for (i = 0; i < maxNrOfMACdFlows; i++) { ... } with maxNrOfMACdFlows is a constant 8,,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,set_ue_keys,epan/dissectors/packet-snmp.c:1481,T,Fixed,Unknown cause: wrongly flagged when local reasoning was sufficient: while (key_len < need_key_len) key_len += key_size with key_len is a constant,,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,ssh_keylog_process_lines,epan/dissectors/packet-ssh.c:2672,T,Missing_Function,inductive condition is based on return of memchr(),,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,ssh_choose_enc_mac,epan/dissectors/packet-ssh.c:3454,T,Fixed,Unknown cause: wrongly flagged when local reasoning was sufficient: for(int peer_cnt=0;peer_cnt<2;peer_cnt++),,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,get_body_parts,epan/dissectors/packet-umts_mac.c:855,T,Fixed,Call to malloc (wrapped) in loop that otherwise looks like terminating just fine as malloc should not influence local variable i,,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,xmpp_steal_element_by_names,epan/dissectors/packet-xmpp-utils.c:447,T,Fixed,Unknown cause: Call to a function in a loop whose induction variable comes from parameter and looks correctly used as loop bound,,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,write_csv_column_titles,epan/print.c:1603,T,Fixed,"Unknown cause: Call to a function in a loop whose induction variable comes from a field of parameter, which looks correctly used as bound",,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,write_csv_columns,epan/print.c:1621,T,Fixed,"Unknown cause: Call to a function in a loop whose induction variable comes from a field of parameter, which looks correctly used as bound",,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,output_fields_prime_edt,epan/print.c:2310,T,Fixed,Unknown cause: Use of field in GPtrArray (Glib) len which will correctly iterate the loop and eventually terminate. Is GPtrArray an unknown type from Glib?,,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,rel_oid_str_to_bytes,epan/strutil.c:478,T,Missing_Constraint,while (*p) { ... p++; } should assume finiteness of input,,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,tap_listeners_dfilter_recompile,epan/tap.c:699,T,Fixed,"Unknown cause: for loop is iterating over a list, which is correct if list is finite",,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,extcap_get_extcap_paths_from_dir,extcap.c:243,T,Missing_Function,g_dir_read function from glib is driving the recursion,,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,run_capture_ios,extcap/ciscodump.c:1543,T,Missing_Function,strtok() will drive breaking the loop and should be marked as returning NULL when input parameter str is NULL,,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,run_capture_asa,extcap/ciscodump.c:1934,T,Missing_Function,g_strstr_len() from glib is driving the recursion,,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,extcap_tokenize_sentences,extcap_parser.c:228,T,Fixed,Constraints done on list_iter++ but while (*list_iter) is used e.g. expect constraint on the pointed value,,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,df_func_ip_special_name,plugins/epan/dfilter/ipaddr/ipaddr.c:47,T,Fixed,Unknown cause: for (unsigned i = 0; o < arg->len; i++) should be classified as finite,,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,analyze_transform_hfrs,plugins/epan/mate/mate_setup.c:240,T,Missing_Function,"Loop driven by call to extern func: while (avp = get_next_avp(t->replace,&cookie))",,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,tplt_print,tools/lemon/lemon.c:3708,T,Missing_Constraint,while (*str) str++ pattern should assume finiteness of input,,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,add_extensions,wiretap/file_access.c:113,T,Missing_Function,External function g_slist_next from glib is driving the loop,,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,add_extensions_for_file_extensions_type,wiretap/file_access.c:252,T,Assume_Finite,for (extensionp = extensions_set; *extensionp != NULL; extensionp++) should assume finiteness of input,,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,wtap_get_all_capture_file_extensions_list,wiretap/file_access.c:2043,T,Fixed,Loop induction depends on glib type GArray not defined in the project,,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,merge_files,wiretap/merge.c:1492,T,Fixed,Unknown cause: for (i = 0; i < in_file_count; i++) should be proved terminating,,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,wtap_block_free_options,wiretap/wtap_opttypes.c:383,T,Fixed,for (i = 0; i < block->options->len; i++) is terminating where options is a GArray not defined in the project,,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,wtap_block_foreach_option,wiretap/wtap_opttypes.c:600,T,Fixed,for (i = 0; i < block->options->len; i++) is terminating where options is a GArray not defined in the project,,,,
wireshark,https://github.com/wireshark/wireshark/tree/9c16d833f0e23e7464ac995acb61a8b4e3c51d59,_strdup_vasprintf,wsutil/wmem/wmem_strutl.c:67,T,Fixed,Location is inside a macro but error message does not say which one,,,,
